Species,Species.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,First.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Chiliotrichum diffusum,Chiliotrichum diffusum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,897,1,wfo-0000066483,urn:lsid:ipni.org:names:56345-2,GCC-89AC47CE-ACC2-449E-A90B-2B42574761D6,Chiliotrichum diffusum,species,wfo-4000007869,(G.Forst.) Kuntze,Asteraceae,,,NA,Chiliotrichum,,diffusum,,species,Valid,Revis. Gen. Pl. 3[3]: 141 (1898),Accepted,,wfo-0000077447,NA,"Source in seed data: gcc Update namepublishedIn from Revis. Gen. Pl. 3[3]: 141 1898  to Revis. Gen. Pl. 3[3]: 141 (1898), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco",http://www.theplantlist.org/tpl1.1/record/gcc-23364,The Asteraceaae TEN,A,gcc-23364,,FALSE,,,
Chiliotrichum diffusum,Chiliotrichum diffusum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,897,2,wfo-0000123599,urn:lsid:ipni.org:names:192797-1,GCC-4901CE37-A53C-4B40-9FDC-0FC973A50D55,Chiliotrichum diffusum,species,,Dusén,Asteraceae,,,NA,Chiliotrichum,,diffusum,,species,,Wiss. Ergebn. Schwed. Exped. Magellansl. 1895-1897 3(5): 99. 1900 ; Die Gefässpflanzen der Magellansländer...  Svenska Exped. till Magellansl.,Unchecked,,,NA,"Source in seed data: gcc Updated namepublishedIn from  to Wiss. Ergebn. Schwed. Exped. Magellansl. 1895-1897 3(5): 99. 1900 ; Die Gefässpflanzen der Magellansländer...  Svenska Exped. till Magellansl., information provided by Alan E. on email Oct. 12 2",http://www.theplantlist.org/tpl1.1/record/gcc-8474,The Asteraceaae TEN,A,gcc-8474,,FALSE,,,
Rhaponticum heleniifolium,Rhaponticum heleniifolium,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,898,1,wfo-0000060296,urn:lsid:ipni.org:names:877620-1,GCC-FB317C74-3988-4508-822B-2014FD0DE54E,Leuzea rhapontica  subsp. heleniifolia,subspecies,wfo-0000087621,(Grenier & Godr.) Holub,Asteraceae,,,NA,Leuzea,,rhapontica,heleniifolia,subspecies,Valid,Folia Geobot. Phytotax. 8(4): 392 (1973),Accepted,,wfo-0000031940,NA,"Source in seed data: gcc Updated scientificnameAuthorship from (Gren. & Godr.) Holub to (Grenier & Godr.) Holub, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-17",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:877620-1,The Asteraceaae TEN,A,gcc-17356,,TRUE,Synonym,wfo-0000031940,Rhaponticum heleniifolium
Chaetanthera acerosa,Chaetanthera acerosa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,899,1,wfo-0000069412,urn:lsid:ipni.org:names:176284-2,GCC-008881D0-43CF-41B1-8BF2-3083240555BF,Oriastrum acerosum,species,wfo-4000027138,(J.Rémy) Phil.,Asteraceae,,,NA,Oriastrum,,acerosum,,species,Valid,Anales Univ. Chile 87: 20 (1894),Accepted,,,NA,"Source in seed data: gcc Update namepublishedIn from 20 1894  to Anales Univ. Chile 87: 20 (1894), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-26234 >The Plant",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:176284-2,The Asteraceaae TEN,A,gcc-26234,,TRUE,Synonym,wfo-0000024306,Chaetanthera acerosa
Chaetanthera acerosa,Chaetanthera acerosa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,899,2,wfo-0000073207,urn:lsid:ipni.org:names:176302-2,GCC-E978F29D-85C4-42CC-921E-376233EAC1D1,Oriastrum pulvinatum,species,wfo-4000027138,Phil.,Asteraceae,,,NA,Oriastrum,,pulvinatum,,species,Valid,Linnaea 33(1): 112 (1864),Accepted,,,NA,"Source in seed data: gcc Update namepublishedIn from Linnaea 33: 112. 1864  to Linnaea 33(1): 112 (1864), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-29948 >Th",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:176302-2,The Asteraceaae TEN,A,gcc-29948,,TRUE,Synonym,wfo-0000030979,Chaetanthera acerosa
Chaetanthera acerosa,Chaetanthera acerosa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,899,3,wfo-0000089286,urn:lsid:ipni.org:names:1092639-2,GCC-CB30E45A-845F-4151-95FB-548763B86C08,Chaetanthera acerosa,species,,(J.Rémy) Benth. & Hook.f.,Asteraceae,,,NA,Chaetanthera,,acerosa,,species,,,Unchecked,,,NA,Source in seed data: gcc More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-45603 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-45603 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/gcc-45603,The Asteraceaae TEN,A,gcc-45603,,FALSE,,,
Chaetanthera acerosa,Chaetanthera acerosa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,899,4,wfo-0000116426,urn:lsid:ipni.org:names:30337568-2,GCC-4428E2D6-EF68-441D-9F9A-67BEDBC5D3B6,Chaetanthera acerosa,species,wfo-4000007494,Benth. & Hook.f. ex Griseb.,Asteraceae,,,NA,Chaetanthera,,acerosa,,species,Valid,,Accepted,,,NA,"Source in seed data: gcc TEN data. Leave as is, information provided by Alan E. on email Oct. 14 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-77830 >The Plant List v.1.1.</a> Originally in <a href=http://www.t",http://www.theplantlist.org/tpl1.1/record/gcc-77830,The Asteraceaae TEN,A,gcc-77830,,FALSE,,,
Rubus macilentus,Rubus macilentus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,900,1,wfo-0000994561,urn:lsid:ipni.org:names:738198-1,23979,Rubus macilentus,species,,Genev.,Rosaceae,,,NA,Rubus,,macilentus,,species,,Mém. Soc. Acad. Maine Loire xxviii. (1872) 42.,Unchecked,,,NA,"Source in seed data: rjp Updated namePublishedIn from ; 1873 42 1873  to Mém. Soc. Acad. Maine Loire xxviii. (1872) 42. , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplan",http://www.theplantlist.org/tpl1.1/record/rjp-23979,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-23979,,FALSE,,,
Rubus macilentus,Rubus macilentus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,900,2,wfo-0001013293,,56963,Rubus macilentus,species,,P.J.Müll. & Timb.-Lagr.,Rosaceae,,,NA,Rubus,,macilentus,,species,,; 1861 309 1861,Unchecked,,,NA,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-56963 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-56963 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-56963,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-56963,,FALSE,,,
Rubus macilentus,Rubus macilentus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,900,3,wfo-0001017584,,8298,Rubus macilentus,species,wfo-4000033581,Jacquem. ex Cambess.,Rosaceae,,,NA,Rubus,,macilentus,,species,Valid,Voy. Inde [Jacquemont] 4(Bot.): 49 t. 60. [Apr 1835 - Dec 1844],Accepted,,,NA,"Source in seed data: rjp Updated namePublishedIn from Voyage dans l'Inde ; 1835 49, t.60 1844  to Voy. Inde [Jacquemont] 4(Bot.): 49 t. 60. [Apr 1835 - Dec 1844] , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details cou",http://www.theplantlist.org/tpl1.1/record/rjp-8298,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-8298,,FALSE,,,
Rubus coreanus,Rubus coreanus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,901,1,wfo-0001002118,urn:lsid:ipni.org:names:736034-1,3253,Rubus coreanus,species,wfo-4000033581,Miq.,Rosaceae,,,NA,Rubus,,coreanus,,species,Valid,Prolus. Fl. Jap. : 222 (1867),Accepted,,,NA,"Source in seed data: rjp Update namepublishedIn from Ann. Mus. Bot. Lugduno-Batavi 3: 34. 1867  to Prolus. Fl. Jap. : 222 (1867), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl",http://www.theplantlist.org/tpl1.1/record/rjp-3253,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-3253,,FALSE,,,
Potentilla alchemilloides,Potentilla alchemilloides,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,902,1,wfo-0000998643,urn:lsid:ipni.org:names:727601-1,28629,Potentilla alchemilloides,species,,D.F.K.Schltdl.,Rosaceae,,,NA,Potentilla,,alchemilloides,,species,,Mag. Neuesten Entdeck. Gesammten Naturk. Ges. Naturf. Freunde Berlin 7: 291. 1816,Unchecked,,,NA,"Source in seed data: rjp Updated namepublishedIn from ; 1816 291 1816  to Mag. Neuesten Entdeck. Gesammten Naturk. Ges. Naturf. Freunde Berlin 7: 291. 1816 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=htt",http://www.theplantlist.org/tpl1.1/record/rjp-28629,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-28629,,FALSE,,,
Fragaria vesca,Fragaria vesca,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,903,1,wfo-0000993770,urn:lsid:ipni.org:names:30074127-2,23,Fragaria vesca,species,wfo-4000014995,L.,Rosaceae,,,NA,Fragaria,,vesca,,species,Valid,Sp. Pl. : 494 (1753),Accepted,,,NA,"Source in seed data: rjp Update namepublishedIn from Species plantarum, edition 1 ; 1753 494 1753  to Sp. Pl. : 494 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re",http://www.theplantlist.org/tpl1.1/record/rjp-23,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-23,,FALSE,,,
Fragaria vesca,Fragaria vesca,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,903,2,wfo-0000996833,urn:lsid:ipni.org:names:725140-1,26566,Fragaria vesca,species,,Walter,Rosaceae,,,NA,Fragaria,,vesca,,species,,Fl. Carol. [Walter] 150. 1788 [Apr-Jun 1788],Unchecked,,,NA,"Source in seed data: rjp Leave these as they are. Our data is complete. Issue is the IPNI link., information provided by Alan E. on email Oct. 14 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-26566 >The Plant L",http://www.theplantlist.org/tpl1.1/record/rjp-26566,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-26566,,FALSE,,,
Fragaria vesca,Fragaria vesca,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,903,3,wfo-0000996834,urn:lsid:ipni.org:names:725142-1,26567,Fragaria vesca,species,,Lour.,Rosaceae,,,NA,Fragaria,,vesca,,species,,Fl. Cochinch. 1: 325. 1790 [Sep 1790],Unchecked,,,NA,"Source in seed data: rjp Leave these as they are. Our data is complete. Issue is the IPNI link., information provided by Alan E. on email Oct. 14 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-26567 >The Plant L",http://www.theplantlist.org/tpl1.1/record/rjp-26567,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-26567,,FALSE,,,
Fragaria vesca,Fragaria vesca,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,903,4,wfo-0000996905,urn:lsid:ipni.org:names:725139-1,26634,Fragaria vesca,species,,Benth.,Rosaceae,,,NA,Fragaria,,vesca,,species,,Pl. Hartw. [Bentham] 309. 1849 [Aug 1849],Unchecked,,,NA,"Source in seed data: rjp Leave these as they are. Our data is complete. Issue is the IPNI link., information provided by Alan E. on email Oct. 14 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-26634 >The Plant L",http://www.theplantlist.org/tpl1.1/record/rjp-26634,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-26634,,FALSE,,,
Fragaria vesca,Fragaria vesca,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,903,5,wfo-0001002789,,33536,Fragaria vesca,species,,Coville,Rosaceae,,,NA,Fragaria,,vesca,,species,,; 1893 95 1893,Unchecked,,,NA,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-33536 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-33536 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-33536,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-33536,,FALSE,,,
Fragaria vesca,Fragaria vesca,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,903,6,wfo-0001006447,,40217,Fragaria vesca,species,,Seem.,Rosaceae,,,NA,Fragaria,,vesca,,species,,; 1856 282 1856,Unchecked,,,NA,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-40217 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-40217 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-40217,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-40217,,FALSE,,,
Fragaria vesca,Fragaria vesca,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,903,7,wfo-0001006451,,40221,Fragaria vesca,species,,Pursh,Rosaceae,,,NA,Fragaria,,vesca,,species,,Flora Americae septentrionalis ; 1814 357 1814,Unchecked,,,NA,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-40221 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-40221 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-40221,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-40221,,FALSE,,,
Buddleja loricata,Buddleja loricata,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,904,1,wfo-0000574127,urn:lsid:ipni.org:names:545961-1,817174,Buddleja loricata,species,wfo-4000005691,Leeuwenb.,Scrophulariaceae,,,NA,Buddleja,,loricata,,species,Valid,Acta Bot. Neerl. 24: 83 (1975),Accepted,,wfo-0000797420,NA,"Source in seed data: cmp Update namepublishedIn from Acta Bot. Neerl. 24: 83 1975  to Acta Bot. Neerl. 24: 83 (1975), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/k",http://www.theplantlist.org/tpl1.1/record/kew-2685501,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2685501,,FALSE,,,
Barthlottia madagascariensis,Barthlottia madagascariensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,905,1,wfo-0000560747,urn:lsid:ipni.org:names:993212-1,802276,Barthlottia madagascariensis,species,wfo-4000004138,Eb.Fisch.,Scrophulariaceae,,,NA,Barthlottia,,madagascariensis,,species,Valid,"Bull. Mus. Natl. Hist. Nat., B, Adansonia 18: 352 (1996)",Accepted,,,NA,"Source in seed data: cmp Updated scientificnameAuthorship from E.Fisch. to Eb.Fisch., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2670401 >The Plant List v.1.1",http://www.theplantlist.org/tpl1.1/record/kew-2670401,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2670401,,FALSE,,,
Mandragora officinarum,Mandragora officinarum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,906,1,wfo-0001023507,urn:lsid:ipni.org:names:816733-1,13920,Mandragora officinarum,species,wfo-4000023017,L.,Solanaceae,,,NA,Mandragora,,officinarum,,species,Valid,Sp. Pl. 1: 181. 1753.,Accepted,,,NA,"Source in seed data: SolanaceaeSource.org Update name from Solanaceae, information provided by Alan E. on email Jun. 07 2021",http://solanaceaesource.org/solanaceae/mandragora-officinarum,The Solanaceae TEN,A,sol-04358,,FALSE,,,
Mandragora officinarum,Mandragora officinarum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,906,2,wfo-0001023508,urn:lsid:ipni.org:names:816734-1,13919,Mandragora officinarum,species,,Bertol.,Solanaceae,,,NA,Mandragora,,officinarum,,species,Illegitimate,Comm. Mandr. 10. t. 2.,Unchecked,,,NA,"Source in seed data: SolanaceaeSource.org Update name from Solanaceae, information provided by Alan E. on email Jun. 07 2021",http://solanaceaesource.org/solanaceae/mandragora-officinarum,The Solanaceae TEN,A,sol-04359,,FALSE,,,
Buddleja parviflora,Buddleja parviflora,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,907,1,wfo-0000574189,urn:lsid:ipni.org:names:545849-1,817231,Buddleja parviflora,species,wfo-4000005691,Kunth,Scrophulariaceae,,,NA,Buddleja,,parviflora,,species,Valid,Nov. Gen. Sp. 2: 353 (1818),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Nov. Gen. Sp. [H.B.K.] 2: 353. 1818  to Nov. Gen. Sp. 2: 353 (1818), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco",http://www.theplantlist.org/tpl1.1/record/kew-2685558,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2685558,,FALSE,,,
Scrophularia pauciflora,Scrophularia pauciflora,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,908,1,wfo-0001140197,urn:lsid:ipni.org:names:809424-1,29208949,Scrophularia pauciflora,species,wfo-4000034848,Benth.,Scrophulariaceae,,,NA,Scrophularia,,pauciflora,,species,Valid,Scroph. Ind. : 17 (1835),Accepted,,,NA,"Source in seed data: tro Update namepublishedIn from Soroph. Ind. 17.  to Scroph. Ind. : 17 (1835), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-29208949 >The P",http://www.theplantlist.org/tpl1.1/record/tro-29208949,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-29208949,,FALSE,,,
Lepidium draba,Lepidium draba,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,909,1,wfo-0000361312,urn:lsid:ipni.org:names:286156-1,482025,Lepidium draba,species,wfo-4000021089,L.,Brassicaceae,,,NA,Lepidium,,draba,,species,Valid,Sp. Pl. : 645 (1753),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 645 1753  to Sp. Pl. : 645 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2342458 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2342458,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2342458,,FALSE,,,
Acacia confusa,Acacia confusa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,910,1,wfo-0000186120,urn:lsid:ipni.org:names:470039-1,32525,Acacia confusa,species,wfo-4000000074,Merr.,Fabaceae,,,NA,Acacia,,confusa,,species,Valid,"Philipp. J. Sci., C5: 27 (1910)",Accepted,,,NA,"Source in seed data: ildis Update namepublishedIn from Philipp. J. Sci., C 5: 27. 1910  to Philipp. J. Sci., C 5: 27 (1910), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/r",https://www.legumedata.org/taxonomy/taxon/611739,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-32525,,FALSE,,,
Glycyrrhiza lepidota,Glycyrrhiza lepidota,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,911,1,wfo-0000170582,urn:lsid:ipni.org:names:60466049-2,16848,Glycyrrhiza lepidota,species,wfo-4000015856,Pursh,Fabaceae,,,NA,Glycyrrhiza,,lepidota,,species,Valid,Fl. Amer. Sept.2: 480 (1813),Accepted,,,NA,"Source in seed data: ildis Update namepublishedIn from  to Fl. Amer. Sept. 2: 480 (1813), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-16848 >The Plant List v.1",https://www.legumedata.org/taxonomy/taxon/827753,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-16848,,FALSE,,,
Glycyrrhiza lepidota,Glycyrrhiza lepidota,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,911,2,wfo-0001053605,urn:lsid:ipni.org:names:60466060-2,13019867,Glycyrrhiza lepidota,species,,Nutt.,Fabaceae,,,NA,Glycyrrhiza,,lepidota,,species,,Cat. Pl. Upper Louisiana no. 45. 1813 [ante Aug] 1813] : a sphalm.,Unchecked,,,NA,"Source in seed data: tro Updated namepublishedIn from Fl. Amer. Sept. 2: 480 1814  to Cat. Pl. Upper Louisiana no. 45. 1813 [ante Aug] 1813] : a sphalm., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://",http://www.theplantlist.org/tpl1.1/record/tro-13019867,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-13019867,,FALSE,,,
Thuarea involuta,Thuarea involuta,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,912,1,wfo-0000903686,urn:lsid:ipni.org:names:424252-1,446562,Thuarea involuta,species,wfo-4000038285,(G.Forst.) R.Br. ex Sm.,Poaceae,,,NA,Thuarea,,involuta,,species,Valid,Cycl. 35(II.70): s.p. (1817),Accepted,,wfo-0000876274,NA,"Source in seed data: wcs Update namepublishedIn from Cycl. 35(II.70): s.p. 1817  to Cycl. 35(II.70): s.p. (1817), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-4",http://www.theplantlist.org/tpl1.1/record/kew-446562,The Poaceae TEN,A,kew-446562,,FALSE,,,
Leucochrysum stipitatum,Leucochrysum stipitatum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,913,1,wfo-0000017464,urn:lsid:ipni.org:names:169282-3,GCC-8285641B-7F52-4A68-82A4-15CA16F63233,Leucochrysum stipitatum,species,wfo-4000021516,(F.Muell.) Paul G.Wilson,Asteraceae,,,NA,Leucochrysum,,stipitatum,,species,Valid,Nuytsia 8(3)  1992,Accepted,,,NA,"Source in seed data: gcc Updated namepublishedIn from 445 1992  to Nuytsia 8(3)  1992 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-11690 >The Plant List v.1.1",http://www.theplantlist.org/tpl1.1/record/gcc-11690,The Asteraceaae TEN,A,gcc-11690,,FALSE,,,
Alyssum canescens,Alyssum canescens,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,914,1,wfo-0000397666,urn:lsid:ipni.org:names:288285-1,551563,Ptilotrichum canescens,species,wfo-4000032098,(DC.) C.A.Mey.,Brassicaceae,,,NA,Ptilotrichum,,canescens,,species,Valid,Fl. Altaic. 3: 66 (1831),Accepted,,wfo-0000529317,NA,"Source in seed data: cmp Update namepublishedIn from in Ledeb. Fl. Alt. iii. 66.  to Fl. Altaic. 3: 66 (1831), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2413",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:288285-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2413251,,TRUE,Synonym,wfo-0000529317,Alyssum canescens
Cardamine dentipetala,Cardamine dentipetala,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,915,1,wfo-0000587514,urn:lsid:ipni.org:names:280651-1,831846,Cardamine scutata,species,wfo-4000006656,Thunb.,Brassicaceae,,,NA,Cardamine,,scutata,,species,Valid,Trans. Linn. Soc. London 2: 339 (1794),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Trans. Linn. Soc. London 2: 339 1794  to Trans. Linn. Soc. London 2: 339 (1794), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org",http://www.theplantlist.org/tpl1.1/record/kew-2700423,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2700423,,TRUE,Synonym,wfo-0000586703,Cardamine dentipetala
Lactuca sativa,Lactuca sativa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,916,1,wfo-0000128816,urn:lsid:ipni.org:names:228239-1,GCC-B4E03B98-EE4E-4012-9EC0-828429990E8E,Lactuca sativa,species,wfo-4000020393,L.,Asteraceae,,,NA,Lactuca,,sativa,,species,Valid,Sp. Pl. : 795 (1753),Accepted,,,NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 2: 795. 1753 [1 May 1753]  to Sp. Pl. : 795 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-89",http://www.theplantlist.org/tpl1.1/record/gcc-89778,The Asteraceaae TEN,A,gcc-89778,,FALSE,,,
