Species,Species.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,First.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Paspalum arenarium,Paspalum arenarium,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,917,1,wfo-0000887290,urn:lsid:ipni.org:names:413847-1,431238,Paspalum arenarium,species,wfo-4000028287,Schrad. ex Schult.,Poaceae,,,NA,Paspalum,,arenarium,,species,Valid,Mant. 2: 172 (1824),Accepted,,,NA,"Source in seed data: wcs Updated scientificnameAuthorship from Schrad. to Schrad. ex Schult., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-431238 >The Plant Lis",http://www.theplantlist.org/tpl1.1/record/kew-431238,The Poaceae TEN,A,kew-431238,,FALSE,,,
Tragopogon kashmirianus,Tragopogon kashmirianus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,918,1,wfo-0000090307,urn:lsid:ipni.org:names:256034-1,GCC-3CD5887C-2FF7-416E-A323-5655938CED47,Tragopogon kashmirianus,species,wfo-4000038774,G.Singh,Asteraceae,,,NA,Tragopogon,,kashmirianus,,species,Valid,Forest Fl. Srinagar : 123 (1976),Accepted,,,NA,"Source in seed data: gcc Update namepublishedIn from 123 1976  to Forest Fl. Srinagar : 123 (1976), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-46593 >The Plan",http://www.theplantlist.org/tpl1.1/record/gcc-46593,The Asteraceaae TEN,A,gcc-46593,,FALSE,,,
Zinnia juniperifolia,Zinnia juniperifolia,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,919,1,wfo-0000090955,urn:lsid:ipni.org:names:261346-1,GCC-A4DFA339-2891-4284-827C-577AC24EFF35,Zinnia juniperifolia,species,wfo-4000041233,A.Gray,Asteraceae,,,NA,Zinnia,,juniperifolia,,species,Valid,Smithsonian Contr. Knowl. 3(5): 105 (1852),Accepted,,wfo-0000083030,NA,"Source in seed data: gcc Update namepublishedIn from Smithsonian Contr. Knowl. 3(5): 105. 1852 [1 Mar 1852] ; Plantae Wrightianae to Smithsonian Contr. Knowl. 3(5): 105 (1852), information provided by Alan E. on email Jun. 07 2021 More details could be f",http://www.theplantlist.org/tpl1.1/record/gcc-47234,The Asteraceaae TEN,A,gcc-47234,,FALSE,,,
Lipotriche scandens,Lipotriche scandens,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,920,1,wfo-0001338350,urn:lsid:ipni.org:names:77136374-1,77136374-1,Lipotriche scandens,species,wfo-4000021918,(Schumach. & Thonn.) Orchard,Asteraceae,,,NA,Lipotriche,,scandens,,species,Valid,Nuytsia 23: 384 (2013),Accepted,,,NA,"Source in seed data: ipni Update namepublishedIn from Nuytsia 23: 384. 2013 [25 Jul 2013] [epublished] to Nuytsia 23: 384 (2013), information provided by Alan E. on email Jun. 07 2021",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77136374-1,The Asteraceaae TEN,A,,,FALSE,,,
Trigonospermum melampodioides,Trigonospermum melampodioides,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,921,1,wfo-0000005080,urn:lsid:ipni.org:names:256416-1,GCC-48E42C7F-D5F6-4D5A-985D-A4730783305C,Trigonospermum melampodioides,species,wfo-4000039167,DC.,Asteraceae,,,NA,Trigonospermum,,melampodioides,,species,Valid,Prodr. 5: 509 (1836),Accepted,,,NA,"Source in seed data: gcc Update namepublishedIn from Prodr. [A. P. de Candolle] 5: 509. 1836 [1-10 Oct 1836]  to Prodr. 5: 509 (1836), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.or",http://www.theplantlist.org/tpl1.1/record/gcc-104890,The Asteraceaae TEN,A,gcc-104890,,FALSE,,,
Ipomoea cairica,Ipomoea cairica,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,922,1,wfo-0001298154,urn:lsid:ipni.org:names:1184567-2,8501793,Ipomoea cairica,species,wfo-4000019160,(L.) Sweet,Convolvulaceae,,,NA,Ipomoea,,cairica,,species,Valid,Hort. Brit. [Sweet] 287. 1826 [Sep-Oct 1826],Accepted,,wfo-0001297708,NA,"Source in seed data: tro Updated namepublishedIn from Hort. Brit. 2: 287 1826  to Hort. Brit. [Sweet] 287. 1826 [Sep-Oct 1826] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1",http://www.theplantlist.org/tpl1.1/record/tro-8501793,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-8501793,,FALSE,,,
Pistacia mexicana,Pistacia mexicana,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,923,1,wfo-0000393796,urn:lsid:ipni.org:names:200169-2,545508,Pistacia mexicana,species,wfo-4000029886,Kunth,Anacardiaceae,,,NA,Pistacia,,mexicana,,species,Valid,Nov. Gen. Sp. 7: 22 (1824),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Nov. Gen. Sp. 7: 22 1824  to Nov. Gen. Sp. 7: 22 (1824), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-24070",http://www.theplantlist.org/tpl1.1/record/kew-2407051,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2407051,,FALSE,,,
Taraxacum platycarpum,Taraxacum platycarpum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,924,1,wfo-0000083298,urn:lsid:ipni.org:names:254346-1,GCC-58EB68AC-F32D-4C53-B27E-49D129AE1DCD,Taraxacum platycarpum,species,wfo-4000037583,Dahlst.,Asteraceae,,,NA,Taraxacum,,platycarpum,,species,Valid,Acta Horti Berg. 4(2): 14 (1907),Accepted,,,NA,"Source in seed data: gcc Update namepublishedIn from Acta Horti Berg. 4(2): 14. 1907 [28 Jan 1907]  to Acta Horti Berg. 4(2): 14 (1907), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.",http://www.theplantlist.org/tpl1.1/record/gcc-39787,The Asteraceaae TEN,A,gcc-39787,,FALSE,,,
Poliothyrsis sinensis,Poliothyrsis sinensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,925,1,wfo-0001220153,urn:lsid:ipni.org:names:50986170-1,50002983,Poliothyrsis sinensis,species,wfo-4000030649,Oliv.,Salicaceae,,,NA,Poliothyrsis,,sinensis,,species,Valid,"Hooker's Icon. Pl. 19: , pl. 1885 1889",Accepted,,,NA,"Source in seed data: tro Leave these as they are the data looks good IPNI link is the issue., information provided by Alan E. on email Oct. 14 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-50002983 >The Plant L",http://www.theplantlist.org/tpl1.1/record/tro-50002983,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-50002983,,FALSE,,,
Poliothyrsis sinensis,Poliothyrsis sinensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,925,2,wfo-0001327594,urn:lsid:ipni.org:names:112013-1,112013-1,Poliothyrsis sinensis,species,wfo-4000030649,Hook.f.,Salicaceae,,,NA,Poliothyrsis,,sinensis,,species,Valid,Hooker's Icon. Pl. 19: t. 1885 (1889),Accepted,,,NA,"Source in seed data: ipni Update namepublishedIn from Hooker's Icon. Pl. 19: t. 1885. 1889 [Oct 1889]  to Hooker's Icon. Pl. 19: t. 1885 (1889), information provided by Alan E. on email Jun. 07 2021",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:112013-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,,,FALSE,,,
Operculina pteripes,Operculina pteripes,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,926,1,wfo-0001297311,urn:lsid:ipni.org:names:174555-2,8500800,Operculina pteripes,species,wfo-4000026919,(G.Don) O'Donell,Convolvulaceae,,,NA,Operculina,,pteripes,,species,Valid,Lilloa 23: 435 (1950),Accepted,,wfo-0001296719,NA,"Source in seed data: tro Update namepublishedIn from Lilloa 23: 435–437, t. 6 1950  to Lilloa 23: 435 (1950), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-850",http://www.theplantlist.org/tpl1.1/record/tro-8500800,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-8500800,,FALSE,,,
Paranephelius uniflorus,Paranephelius uniflorus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,927,1,wfo-0000080387,urn:lsid:ipni.org:names:236478-1,GCC-01787479-8265-428D-935D-447601014273,Paranephelius uniflorus,species,wfo-4000028100,Poepp.,Asteraceae,,,NA,Paranephelius,,uniflorus,,species,Valid,Nov. Gen. Sp. Pl. iii. 42. t. 248,Accepted,,,NA,"Source in seed data: gcc Update namepublishedIn from Nov. Gen. Sp. Pl. (Poeppig & Endlicher) 3(5-6): 42, t. 248. 1843 [8-11 Mar 1843]  to Nov. Gen. Sp. Pl. iii. 42. t. 248 , information provided by Alan E. on email Jun. 07 2021 More details could be foun",http://www.theplantlist.org/tpl1.1/record/gcc-36955,The Asteraceaae TEN,A,gcc-36955,,FALSE,,,
Pseudonoseris discolor,Pseudonoseris discolor,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,928,1,wfo-0000040165,urn:lsid:ipni.org:names:211488-2,GCC-D954C6D7-595D-4CA0-9D53-F17878EE3FFD,Pseudonoseris discolor,species,wfo-4000031610,(Muschl.) H.Rob. & Brettell,Asteraceae,,,NA,Pseudonoseris,,discolor,,species,Valid,Phytologia 28: 60 (1974),Accepted,,wfo-0000025991,NA,"Source in seed data: gcc Update namepublishedIn from 60 1974  to Phytologia 28: 60 (1974), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-138842 >The Plant List v",http://www.theplantlist.org/tpl1.1/record/gcc-138842,The Asteraceaae TEN,A,gcc-138842,,FALSE,,,
Verbena officinalis,Verbena officinalis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,929,1,wfo-0000332143,urn:lsid:ipni.org:names:330554-2,212527,Verbena officinalis,species,wfo-4000040140,L.,Verbenaceae,,,NA,Verbena,,officinalis,,species,Valid,Sp. Pl. : 20 (1753),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 20 1753  to Sp. Pl. : 20 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-212527 >The Plant Lis",http://www.theplantlist.org/tpl1.1/record/kew-212527,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-212527,,FALSE,,,
Glandularia selloi,Glandularia selloi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,930,1,wfo-0000332329,urn:lsid:ipni.org:names:865464-1,212699,Verbena selloi,species,wfo-4000040140,Spreng.,Verbenaceae,,,NA,Verbena,,selloi,,species,Valid,Syst. Veg. 2: 750 (1825),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Syst. Veg. 2: 750 1825  to Syst. Veg. 2: 750 (1825), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-212699 >T",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:865464-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-212699,,TRUE,Synonym,wfo-0000972751,Glandularia selloi
Dichelostemma congestum,Dichelostemma congestum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,931,1,wfo-0000765269,urn:lsid:ipni.org:names:533875-1,304180,Dichelostemma congestum,species,wfo-4000011412,(Sm.) Kunth,Asparagaceae,,,NA,Dichelostemma,,congestum,,species,Valid,Enum. Pl. 4: 470 (1843),Accepted,,wfo-0000762072,NA,"Source in seed data: wcs Update namepublishedIn from Enum. Pl. [Kunth] 4: 470. 1843 [17-19 Jul 1843]  to Enum. Pl. 4: 470 (1843), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl",http://www.theplantlist.org/tpl1.1/record/kew-304180,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-304180,,FALSE,,,
Verbena carnea,Verbena carnea,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,932,1,wfo-0000331749,urn:lsid:ipni.org:names:865084-1,212168,Verbena carnea,species,wfo-4000040140,Medik.,Verbenaceae,,,NA,Verbena,,carnea,,species,Valid,Bot. Beob. 1783 : 131 (1784),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Bot. Beob. 1783 131 1784  to Bot. Beob. 1783 : 131 (1784), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-212",http://www.theplantlist.org/tpl1.1/record/kew-212168,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-212168,,FALSE,,,
Stellaria crassipes,Stellaria crassipes,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,933,1,wfo-0000436235,urn:lsid:ipni.org:names:244183-2,618684,Stellaria crassipes,species,wfo-4000036401,Hultén,Caryophyllaceae,,,NA,Stellaria,,crassipes,,species,Valid,Bot. Not. 1943: 261 (1943),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Bot. Not. 1943: 261 1943  to Bot. Not. 1943: 261 (1943), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-24817",http://www.theplantlist.org/tpl1.1/record/kew-2481796,The Caryophyllales Taxonomic Expert Network,A,kew-2481796,,FALSE,,,
Peucephyllum schottii,Peucephyllum schottii,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,934,1,wfo-0000043931,urn:lsid:ipni.org:names:237438-1,GCC-F87F76D1-0524-4A93-B9F6-F9BC750DAD0F,Peucephyllum schottii,species,wfo-4000029002,A.Gray,Asteraceae,,,NA,Peucephyllum,,schottii,,species,Valid,"Rep. U.S. Mex. Bound., Bot. [Emory] 74. 1859",Accepted,,,NA,"Source in seed data: gcc Updated namepublishedin from Unknown : 74 (1859) to Rep. U.S. Mex. Bound., Bot. [Emory] 74. 1859 , information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re",http://www.theplantlist.org/tpl1.1/record/gcc-142499,The Asteraceaae TEN,A,gcc-142499,,FALSE,,,
Stellaria borealis,Stellaria borealis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,935,1,wfo-0001291802,urn:lsid:ipni.org:names:244154-2,6301716,Stellaria borealis,species,wfo-4000036401,Bigelow,Caryophyllaceae,,,NA,Stellaria,,borealis,,species,Valid,"Fl. Boston. , ed. 2: 182 (1824)",Accepted,,,NA,"Source in seed data: tro Update namepublishedIn from Fl. Boston. (ed. 2) 182–183 1824  to Fl. Boston. , ed. 2: 182 (1824), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/r",http://www.theplantlist.org/tpl1.1/record/tro-6301716,The Caryophyllales Taxonomic Expert Network,A,tro-6301716,,FALSE,,,
Brodiaea minor,Brodiaea minor,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,936,1,wfo-0000762136,urn:lsid:ipni.org:names:532074-1,301113,Brodiaea minor,species,wfo-4000005468,S.Watson,Asparagaceae,,,NA,Brodiaea,,minor,,species,Valid,Proc. Amer. Acad. Arts 45: 236 (1870),Accepted,,,NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Benth.) S.Watson to S.Watson, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-301113 >The Plant Lis",http://www.theplantlist.org/tpl1.1/record/kew-301113,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-301113,,FALSE,,,
Sambucus javanica,Sambucus javanica,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,937,1,wfo-0001241267,urn:lsid:ipni.org:names:149339-1,50111461,Sambucus javanica,species,wfo-4000033909,Reinw. ex Blume,Viburnaceae,,,NA,Sambucus,,javanica,,species,Valid,Bijdr. Fl. Ned. Ind. : 657 (1826),Accepted,,,NA,"Source in seed data: tro Update namepublishedIn from Bijdr. Fl. Ned. Ind. 13: 657 1825  to Bijdr. Fl. Ned. Ind. : 657 (1826), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/",http://www.theplantlist.org/tpl1.1/record/tro-50111461,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-50111461,,FALSE,,,
Delpinophytum patagonicum,Delpinophytum patagonicum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,938,1,wfo-0000640957,urn:lsid:ipni.org:names:77564-2,890238,Delpinophytum patagonicum,species,wfo-4000011026,Speg.,Brassicaceae,,,NA,Delpinophytum,,patagonicum,,species,Valid,Anales Mus. Nac. Buenos Aires 9: 9 (1903),Accepted,,wfo-0000640956,NA,"Source in seed data: cmp Updated scientificnameAuthorship from (Speg.) Speg. to Speg., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2760608 >The Plant List v.1.",http://www.theplantlist.org/tpl1.1/record/kew-2760608,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2760608,,FALSE,,,
Zoysia japonica,Zoysia japonica,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,939,1,wfo-0000908046,urn:lsid:ipni.org:names:271349-2,450644,Zoysia japonica,species,wfo-4000041293,Steud.,Poaceae,,,NA,Zoysia,,japonica,,species,Valid,Syn. Pl. Glumac. 1: 414 (1854),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Syn. Pl. Glumac. 1: 414 1854  to Syn. Pl. Glumac. 1: 414 (1854), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/k",http://www.theplantlist.org/tpl1.1/record/kew-450644,The Poaceae TEN,A,kew-450644,,FALSE,,,
Urolepis hecatantha,Urolepis hecatantha,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,940,1,wfo-0000071630,urn:lsid:ipni.org:names:261683-2,GCC-98813C6A-905A-4E26-B144-3474DA0CDBCB,Urolepis hecatantha,species,wfo-4000039850,(DC.) R.M.King & H.Rob.,Asteraceae,,,NA,Urolepis,,hecatantha,,species,Valid,Phytologia 21: 305 (1971),Accepted,,wfo-0000132092,NA,"Source in seed data: gcc Update namepublishedIn from 305 1971  to Phytologia 21: 305 (1971), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-28396 >The Plant List ",http://www.theplantlist.org/tpl1.1/record/gcc-28396,The Asteraceaae TEN,A,gcc-28396,,FALSE,,,
Hypoxis decumbens,Hypoxis decumbens,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,941,1,wfo-0000671035,urn:lsid:ipni.org:names:65594-1,279228,Hypoxis villosa,species,wfo-4000018881,L.f.,Hypoxidaceae,,,NA,Hypoxis,,villosa,,species,Valid,Suppl. Pl. : 198 (1782),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Suppl. Pl. 198. 1782 [1781 publ. Apr 1782]  to Suppl. Pl. : 198 (1782), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/r",http://www.theplantlist.org/tpl1.1/record/kew-279228,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-279228,,TRUE,Synonym,wfo-0000668549,Hypoxis decumbens
Hypoxis decumbens,Hypoxis decumbens,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,941,2,wfo-0000668560,urn:lsid:ipni.org:names:65385-1,278993,Hypoxis decumbens,species,wfo-4000018881,L.,Hypoxidaceae,,,NA,Hypoxis,,decumbens,,species,Valid,"Syst. Nat. ed. 10 , 2: 986 (1759)",Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Syst. Nat., ed. 10. 2: 986. 1759 [7 Jun 1759]  to Syst. Nat. ed. 10 , 2: 986 (1759), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist",http://www.theplantlist.org/tpl1.1/record/kew-278993,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-278993,,FALSE,,,
Pauridia scullyi,Pauridia scullyi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,942,1,wfo-0001336345,urn:lsid:ipni.org:names:77130142-1,77130142-1,Pauridia scullyi,species,wfo-4000028347,(Baker) Snijman & Kocyan,Hypoxidaceae,,,NA,Pauridia,,scullyi,,species,Valid,Phytotaxa 116: 29 (2013),Accepted,,,NA,"Source in seed data: ipni Update namepublishedIn from Phytotaxa 116(1): 29. 2013 [9 Jul 2013] [epublished] to Phytotaxa 116: 29 (2013), information provided by Alan E. on email Jun. 07 2021",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77130142-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,,,FALSE,,,
Bouteloua dactyloides,Bouteloua dactyloides,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,943,1,wfo-0000853891,urn:lsid:ipni.org:names:1008094-1,399423,Bouteloua dactyloides,species,wfo-4000005139,(Nutt.) Columbus,Poaceae,,,NA,Bouteloua,,dactyloides,,species,Valid,Aliso 18: 63 (1999),Accepted,,wfo-0000898823,NA,"Source in seed data: wcs Update namepublishedIn from Aliso 18: 63 1999  to Aliso 18: 63 (1999), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-399423 >The Plant L",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008094-1,The Poaceae TEN,A,kew-399423,,FALSE,,,
Caladium bicolor,Caladium bicolor,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,944,1,wfo-0000739079,urn:lsid:ipni.org:names:30010088-2,28777,Caladium bicolor,species,wfo-4000005937,(Aiton) Vent.,Araceae,,,NA,Caladium,,bicolor,,species,Valid,Mag. Encycl. 4: 464 (1800),Accepted,,wfo-0000278015,NA,"Source in seed data: wcs Update namepublishedIn from Mag. Encycl. 4: 464 1800  to Mag. Encycl. 4: 464 (1800), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-28777",http://www.theplantlist.org/tpl1.1/record/kew-28777,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-28777,,FALSE,,,
